group_type,group_value,PreviousLand,PreviousImpr,PreviousTotal,CurrentLand,CurrentImpr,CurrentTotal,yoy_land,yoy_impr,yoy_total
PropertyClass,Residential,7058240600.0,23072268000.0,30130508600.0,9080891800.0,22498181100.0,31579072900.0,28.65659184244867,-2.488211822088752,4.807633084560677
PropertyClass,Commercial,2585332750.0,16026790208.0,18612122962.0,2667172100.0,17461573912.0,20128746016.0,3.165524824609134,8.952408344896206,8.148576371951007
PropertyClass,Agriculture,15233115.0,9128100.0,24361215.0,12947457.0,9558800.0,22505900.0,-15.004534528886573,4.718397037718693,-7.615855777308315
PropertyUse,Single family,6170640300.0,18046781400.0,24217421700.0,7945181200.0,17399871700.0,25345052900.0,28.757808164575728,-3.584626453113684,4.656280978086119
PropertyUse,Condominium,374336300.0,3544746200.0,3919082500.0,374590000.0,3685658600.0,4060248600.0,0.06777328300781943,3.9752465211754795,3.6020190950305335
PropertyUse,2 Unit,368799700.0,1185927000.0,1554726700.0,527813700.0,1124443300.0,1652257000.0,43.116629433266894,-5.184442212716297,6.273147557059386
PropertyUse,3 Unit,72267500.0,293688800.0,365956300.0,112305200.0,285340900.0,397646100.0,55.40208254056112,-2.842430491050391,8.65944922932055
PropertyUse,Vacant,68716000.0,1100.0,68717100.0,117136300.0,2037200.0,119173500.0,70.46437510914488,185100.0,73.42626507812466
